RUT_DV,Razón social,Tramo según ventas,Número de trabajadores,Tipo de contribuyente,Actividad económica,Región,Segmento,Scored,score,vertical,pain_point,reasoning,num_hijos,num_padres,Nombre_Fantasia,Sitio_Web,Confianza_Lookup
77364861-1,SURPRIMES SPA,8,114,PERSONA JURIDICA COMERCIAL,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,XI REGION AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,Manufactura / Retail,False,,,,,,,,,
77365010-1,MAESTRANZA Y CONTRUCCIONES NORTE LIMITADA,11,761,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,I REGION DE TARAPACA,Manufactura / Retail,False,,,,,,,,,
77365202-3,JE INVERSIONES SPA,8,23,PERSONA JURIDICA COMERCIAL,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,VIII REGION DEL BIO BIO,Financiero,False,,,,,,,,,
77365420-4,PAVIMENTOS QUILIN LIMITADA,13,1817,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77367492-2,AVILA Y COMPANIA SPA,8,48,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77367494-9,BELLOTA SERVICIOS SPA,8,736,PERSONA JURIDICA COMERCIAL,"EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO",XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
77367565-1,SOCIEDAD CONCESIONARIA DEL NORTE S.A.,12,31,PERSONA JURIDICA COMERCIAL,SERVICIOS PRESTADOS POR CONCESIONARIOS DE CARRETERAS,II REGION DE ANTOFAGASTA,Utilities / Infraestructura,False,,,,,,,,,
77367573-2,PHOENIX SALES SPA,8,213,PERSONA JURIDICA COMERCIAL,"EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO",XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
77367640-2,PHAGELAB CHILE SPA,8,129,PERSONA JURIDICA COMERCIAL,ELABORACION DE PIENSOS PREPARADOS PARA ANIMALES,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77367641-0,LIMPIO PACKAGING SPA,8,18,PERSONA JURIDICA COMERCIAL,FABRICACION DE PAPEL Y CARTON ONDULADO Y DE ENVASES DE PAPEL Y CARTON,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77367663-1,ALMAKILA SPA,11,175,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CARNICOS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77367727-1,ITP INGENIERIA Y SERVICIOS SPA,9,84,PERSONA JURIDICA COMERCIAL,OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77367890-1,FONROCHE LIGHTING AMERICA LATINA SPA,10,13,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77369548-2,ELECCOM SPA,8,110,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77369896-1,SANTA ALICIA SPA,8,24,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
77370920-3,MOTARRO SPA,10,14,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77371040-6,SERVICIOS INTEGRALES JASPEC SPA,8,12,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77371214-K,CS INGENIERIA SPA,10,55,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,II REGION DE ANTOFAGASTA,Manufactura / Retail,False,,,,,,,,,
77371287-5,PAPELERA DOS S.A,13,227,PERSONA JURIDICA COMERCIAL,FABRICACION DE CELULOSA Y OTRAS PASTAS DE MADERA,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
77371536-K,CMSF SPA,10,86,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77371694-3,TRANSPORTES J Y R SPA,8,11,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77371716-8,CONSTRUCTORA TERRACON SPA,12,847,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77371811-3,SITES CHILE S.A,13,38,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77372400-8,TECNOLOGIAS DE LA INFORMACION EN SALUD SPA,11,278,PERSONA JURIDICA COMERCIAL,"PROCESAMIENTO DE DATOS, HOSPEDAJE Y ACTIVIDADES CONEXAS",XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77372490-3,PATRICIO SOTO A Y CIA LIMITADA,10,161,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
77372730-9,AUTOMOTRIZ LAS CONDES B & B LIMITADA,9,31,PERSONA JURIDICA COMERCIAL,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77372781-3,SERVICIOS JI SPA,8,17,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,X REGION LOS LAGOS,Mining / Energía,False,,,,,,,,,
77373337-6,SERVICIOS DE ELECTRICIDAD ELESS LIMITADA,9,86,PERSONA JURIDICA COMERCIAL,"FABRICACION DE MOTORES, GENERADORES Y TRANSFORMADORES ELECTRICOS, APARATOS DE DISTRIBUCION Y CONTROL",V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
77373897-1,TRANSPORTES JAVIER SPA,8,31,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
77374835-7,SERHAFEN EXPRESS SPA,10,99,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77374848-9,DIPACORR SPA,8,46,PERSONA JURIDICA COMERCIAL,FABRICACION DE PAPEL Y CARTON ONDULADO Y DE ENVASES DE PAPEL Y CARTON,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77374868-3,SOCIEDAD EMPRESA CONECTA SPA,10,531,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE TELECOMUNICACIONES POR SATELITE N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77374870-5,INTERACCIONES INTELIGENTES SOCIEDAD ANONIMA,12,89,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77375092-0,"SOCIEDAD DE TRANSPORTES, ENCOMIENDAS Y CARGA DE PASAJEROS LAFIT LIMITADA",8,15,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE PASAJEROS EN BUSES INTERURBANOS,XIV REGION DE LOS RIOS,Utilities / Infraestructura,False,,,,,,,,,
77375927-8,CONSTRUCTORA SALAZAR SPA,8,132,PERSONA JURIDICA COMERCIAL,OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77377106-5,CENTRO DE CUSTODIA DE VEHICULOS INFRACTORES SPA,9,77,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77377410-2,MAQUINARIAS Y SERVICIOS TAMBLAY LIMITADA,9,39,PERSONA JURIDICA COMERCIAL,EXTRACCION DE ORO Y PLATA,III REGION DE ATACAMA,Mining / Energía,False,,,,,,,,,
77378301-2,TGH SPA,9,66,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
77378308-K,FAMILIA CONSTRUCTORA SPA,11,613,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO,XIV REGION DE LOS RIOS,Manufactura / Retail,False,,,,,,,,,
77379090-6,ROHLIG TRANSPORTES INTERNACIONALES CHILE LIMITADA,11,34,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77379286-0,COMERCIAL EL 9 LIMITADA,12,698,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
77379359-K,CONSTRUCTORA ASPAL SPA,8,14,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
77379371-9,TRANSPORTES GIL DOS LIMITADA,10,67,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77379404-9,SOCIEDAD CONCESIONARIA HOSPITAL BUIN PAINE S.A.,12,12,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77379575-4,OLYMPE SPA,11,20,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE CASAS DE CAMBIO Y OPERADORES DE DIVISA,XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
77379582-7,TRANSPORTES T5 SPA,9,64,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77379633-5,LEON VICUÑA SPA,8,16,PERSONA JURIDICA COMERCIAL,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77379707-2,SOCIEDAD EXPLOTADORA DULCINEA SPA,9,37,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE METALES Y MINERALES METALIFEROS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
77379760-9,CONSTRUCTORA ALFAVIAL LIMITADA,10,138,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
77379904-0,TERRA ELQUI SPA,8,28,PERSONA JURIDICA COMERCIAL,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,IV REGION COQUIMBO,Manufactura / Retail,False,,,,,,,,,
77379930-K,INGENIERIA MAQUINARIA Y CONSTRUCCIONES INGEMAC LIMITADA,9,23,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
77380861-9,CONSULTORA RECURSOS HUMANOS Y ASESORÍAS FINANCIERAS TALENTMASTER SPA,8,118,PERSONA JURIDICA COMERCIAL,"EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO",XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA,Financiero,False,,,,,,,,,
77381500-3,RIA AUSTRAL S A,12,613,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MAYOR DE PRODUCTOS DEL MAR (PESCADOS, MARISCOS Y ALGAS)",X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
77381894-0,DOS G INGENIERIA SPA,9,20,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77382201-8,420 INSTALACIONES SPA,8,22,PERSONA JURIDICA COMERCIAL,OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77382450-9,SOC DE SERVICIOS GRAFICOS LIMITADA,8,32,PERSONA JURIDICA COMERCIAL,IMPRESION DE LIBROS,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
77382460-6,URCELAY HERMANOS S.A.,12,136,PERSONA JURIDICA COMERCIAL,ELABORACION DE VINOS,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
77383725-2,COMERCIAL GRAN SHANGHAI VI LIMITADA,9,13,PERSONA JURIDICA COMERCIAL,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),IV REGION COQUIMBO,Manufactura / Retail,False,,,,,,,,,
77383986-7,BENDITA SPA,11,33,PERSONA JURIDICA COMERCIAL,ELABORACION Y CONSERVACION DE CARNE Y PRODUCTOS CARNICOS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77384014-8,TORINO CHILE SPA,10,30,PERSONA JURIDICA COMERCIAL,FABRICACION DE ROPA DE TRABAJO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77384058-K,APLIK IMPRESIONES DIGITALES SPA,8,19,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77384118-7,TERRA CONCRET SPA,8,46,PERSONA JURIDICA COMERCIAL,"FABRICACION DE ARTICULOS DE HORMIGON, CEMENTO Y YESO",II REGION DE ANTOFAGASTA,Manufactura / Retail,False,,,,,,,,,
77385329-0,TRANSPORTES CPC SPA,8,11,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
77386240-0,COMERCIAL DIALUM S A,12,175,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS DE VIDRIO N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77386377-6,COMERCIAL E INVERSIONES CIVIL PRO SPA,8,28,PERSONA JURIDICA COMERCIAL,FABRICACION DE PARTES Y PIEZAS DE CARPINTERIA PARA EDIFICIOS Y CONSTRUCCIONES,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
77386423-3,IMPORTADORA Y EXPORTADORA ALISTORE 10 LIMITADA,8,16,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77387530-8,SOC INVERSIONES E INMOBILIARIA HINZQUIN SPA,8,22,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS ARTICULOS DE PAPEL Y CARTON,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77387860-9,JRP INGENIERIA Y CONSTRUCCION SPA,8,40,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77387910-9,MARTINEZ Y COMPANIA LIMITADA,11,238,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
77388525-7,REX SOLUCIONES SPA,9,254,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77388819-1,EDP RENEWABLES CHILE SPA,11,31,PERSONA JURIDICA COMERCIAL,"EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO",XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
77388898-1,TERMOCLIMA SPA,10,98,PERSONA JURIDICA COMERCIAL,"INSTALACIONES DE GASFITERIA, CALEFACCION Y AIRE ACONDICIONADO",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77389153-2,CONSORCIO DE INGENIERIA HOLLEMBERG SPA,8,26,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE DESCONTAMINACION Y OTROS SERVICIOS DE GESTION DE DESECHOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
77389370-5,PROTAB SPA,10,67,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77389449-3,AC COMERCIAL SPA,8,35,PERSONA JURIDICA COMERCIAL,"FABRICACION DE CUBIERTAS Y CAMARAS DE CAUCHO, RECAUCHUTADO Y RENOVACION DE CUBIERTAS DE CAUCHO",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77390401-4,TRANSPORTES DORIS HERNANDEZ ROMERO SPA,8,16,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XVI REGION DE ÑUBLE,Utilities / Infraestructura,False,,,,,,,,,
77392230-6,MAESTRANZA SUR CHILE LIMITADA,8,50,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
77392450-3,SOC INGENIERIA Y CONSTRUCCIONES SANTA BARBARA LIMITADA,9,44,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,IV REGION COQUIMBO,Manufactura / Retail,False,,,,,,,,,
77393671-4,STATUS SPA,8,27,PERSONA JURIDICA COMERCIAL,FABRICACION DE MUEBLES PRINCIPALMENTE DE MADERA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77394026-6,ELABORADORA Y COMERCIALIZADORA DE ALIMENTOS PATAGON SPA,10,28,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MAYOR DE PRODUCTOS DEL MAR (PESCADOS, MARISCOS Y ALGAS)",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77394284-6,SOCIEDAD COMERCIAL ACEROS TEMUCO LIMITADA,9,44,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE METALES Y MINERALES METALIFEROS,IX REGION DE LA ARAUCANIA,Mining / Energía,False,,,,,,,,,
77394810-0,EQUIPAMIENTO INDUSTRIALES TECNO LOGISTICA LIMITADA,10,32,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77396020-8,SYNTHEON CHILE LIMITADA,12,180,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS QUIMICOS N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77396318-5,COMERCIAL REDLICH GARCIA SPA,11,59,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",XVI REGION DE ÑUBLE,Manufactura / Retail,False,,,,,,,,,
77396631-1,REVESTIMIENTOS FELSEN SPA,8,32,PERSONA JURIDICA COMERCIAL,OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCION,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
77396679-6,INVERSIONES CAZEN SPA,8,17,PERSONA JURIDICA COMERCIAL,FABRICACION DE MUEBLES PRINCIPALMENTE DE MADERA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77397200-1,INGENIERIA Y SERVICIOS ALCAINO LTDA,9,140,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
77398179-5,COMPANIA MINERA INFIERNILLO LIMITADA,9,31,PERSONA JURIDICA COMERCIAL,EXTRACCION DE MINERALES DE HIERRO,IV REGION COQUIMBO,Mining / Energía,False,,,,,,,,,
77398633-9,AHONA LOGISTICS SPA,8,30,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77398935-4,REDCELL-CC SPA,9,141,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Utilities / Infraestructura,False,,,,,,,,,
77398955-9,SOCIEDAD E INVERSIONES DIAZA SPA,9,107,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,II REGION DE ANTOFAGASTA,Mining / Energía,False,,,,,,,,,
77400930-2,COMERCIAL QUEMCHI Y COMPANIA LIMITADA,8,31,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,XVI REGION DE ÑUBLE,Manufactura / Retail,False,,,,,,,,,
77401515-9,SERVICIOS MARÍTIMOS Y ACUÍCOLAS BRISA AUSTRAL LIMITADA,9,206,PERSONA JURIDICA COMERCIAL,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
77401819-0,SAN ANTONIO CHILE PORT SPA,8,31,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
77401920-0,MASTER FRIO S A,9,48,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,IV REGION COQUIMBO,Utilities / Infraestructura,False,,,,,,,,,
77402002-0,COMERCIAL RIMORENS SPA,11,182,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
77402106-K,TRANSPORTES B&D SPA,9,129,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Utilities / Infraestructura,False,,,,,,,,,
77402114-0,LAISER CHILE SPA,8,193,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77402160-4,PANIFICADORA EUSKADI LIMITADA,8,32,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77402187-6,CHILQUINTA TRANSMISIÓN S.A.,13,110,PERSONA JURIDICA COMERCIAL,TRANSMISION DE ENERGIA ELECTRICA,V REGION VALPARAISO,Mining / Energía,False,,,,,,,,,
77402188-4,CHILQUINTA ENERGIA S.A.,13,75,PERSONA JURIDICA COMERCIAL,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,V REGION VALPARAISO,Financiero,False,,,,,,,,,
77403220-7,HYDRO QUALITY TRATAMIENTO DE AGUAS LIMITADA,8,15,PERSONA JURIDICA COMERCIAL,"CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77404196-6,FRUTISIMA SERVICES SPA,10,469,PERSONA JURIDICA COMERCIAL,EXPLOTACION DE FRIGORIFICOS PARA ALMACENAMIENTO Y DEPOSITO,VII REGION DEL MAULE,Utilities / Infraestructura,False,,,,,,,,,
77406040-5,COMERCIAL KPC CHILE LIMITADA,11,16,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77406197-5,SOCIEDAD DE INGENIERIA METALGALPON LIMITADA,8,17,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77406414-1,PINTURAS MARBELLA SPA,9,20,PERSONA JURIDICA COMERCIAL,"FABRICACION DE PINTURAS, BARNICES Y PRODUCTOS DE REVESTIMIENTO, TINTAS DE IMPRENTA Y MASILLAS",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77406515-6,COMERCIAL SERVICIOS Y TRANSPORTES POOL ALIMENTOS SPA,9,12,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
77407604-2,SOCIEDAD DE TRANSPORTES EL TORREON  SPA,8,15,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,IX REGION DE LA ARAUCANIA,Utilities / Infraestructura,False,,,,,,,,,
77408043-0,PROYECTOS E INGENIERIA ABANICO SPA,9,222,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
77408513-0,CONSTRUCTORA PINOT SPA,8,39,PERSONA JURIDICA COMERCIAL,FABRICACION DE PARTES Y PIEZAS DE CARPINTERIA PARA EDIFICIOS Y CONSTRUCCIONES,XIV REGION DE LOS RIOS,Manufactura / Retail,False,,,,,,,,,
77408659-5,CONSTRUCTORA J Y P CHILE SPA,8,150,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,V REGION VALPARAISO,Mining / Energía,False,,,,,,,,,
77408910-1,SOC H Q DIGITAL LIMITADA,9,45,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
