RUT_DV;Razón social;Tramo según ventas;Número de trabajadores;Tipo de contribuyente;Actividad económica;Región;Segmento;Scored;score;vertical;pain_point;reasoning;num_hijos;num_padres;Nombre_Fantasia;Sitio_Web;Confianza_Lookup
52001703-8;TRANSPORTES QUO VADIS LTDA;9;19;PERSONA JURIDICA COMERCIAL;OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.;XIII REGION METROPOLITANA;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y cumplimiento regulatorio de proveedores de transporte e infraestructura, así como evaluación de riesgos operacionales y de seguridad en la cadena de suministro logístico.;La empresa opera en el sector Utilities/Infraestructura (transporte) con 19 trabajadores (mediana), lo que indica una empresa consolidada. Como prestadora de servicios de transporte, probablemente está regulada por la CNE (Comisión Nacional de Energía) o entidades de infraestructura relacionadas, asignando 15 puntos. Con tamaño mediano y operaciones en transporte, se estima que maneja entre 50-200 proveedores (lubricantes, repuestos, combustible, servicios logísticos), asignando 15 puntos. No hay señal externa reportada (N/A), por lo que corresponden 0 puntos. El pain point se enfoca en la necesidad de evaluar proveedores y detectar riesgos en una industria altamente regulada.;0.0;0.0;;;
59169210-0;EAGLEBURGMANN SELLADOS INDUSTRIALES AGENCIA EN CHILE;9;14;SOCIEDADES EXTRANJERAS;REPARACION DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACCION DE PETROLEO Y PARA LA CONSTRUCCION;XIII REGION METROPOLITANA;Mining / Energía;True;47.0;Mining/Energía;Gestión y evaluación de riesgos de proveedores de sellos y componentes industriales críticos para operaciones mineras y energéticas, asegurando cumplimiento normativo y continuidad operacional.;La empresa EAGLEBURGMANN (sello industrial multinacional) opera en Mining/Energía con 14 trabajadores (mediana). Está regulada por Sernageomin al operar en el sector minería/energía chileno (15 pts regulación). Como distribuidor/agencia de componentes industriales, probablemente maneja 50-200 proveedores internacionales y clientes mineros que requieren evaluación (15 pts proveedores). Sin señal externa reportada (0 pts señal). El pain_point es la necesidad de evaluar proveedores y clientes en cadena de suministro crítica de mining/energía, donde Plutto agrega valor en debida diligencia y detección de riesgos.;0.0;1.0;;;
59108780-0;ENYSE AGENCIA CHILE S A;10;80;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;46.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de manufactura y retail, asegurando cumplimiento normativo y mitigación de riesgos operacionales.;La empresa ENYSE AGENCIA CHILE es una gran empresa (80 trabajadores) en el sector Manufactura Retail sin regulación sectorial específica (no es financiera, minería, utilities ni energía). No presenta señal externa relevante. Dada su tamaño y naturaleza de manufactura/retail, probablemente maneja entre 50-200 proveedores (15 puntos), típico para empresas que requieren múltiples fuentes de materias primas y componentes pero no megalopolios. El pain point principal es la debida diligencia en proveedores, donde Plutto agrega valor evaluando riesgos en la cadena de suministro.;1.0;0.0;;;
52005472-3;CONSTRUCTORA ECOTEM SPA;11;171;PERSONA JURIDICA COMERCIAL;CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO;VIII REGION DEL BIO BIO;Manufactura / Retail;True;46.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de manufactura y distribución retail;Constructora Ecotem es una gran empresa (171 trabajadores) en el sector manufactura retail con presencia regional. No está sujeta a regulación de CMF, Sernageomin, SEC o CNE dado su giro. Por su tamaño y complejidad operativa, probablemente maneja entre 50-200 proveedores, típico de empresas de manufactura con distribución retail. Sin señal externa reportada (N/A). El pain point principal es la necesidad de evaluar y monitorear proveedores para mitigar riesgos operacionales y de cumplimiento normativo, servicio core de Plutto.;1.0;0.0;;;
52001581-7;ABASTECEDORA DE CRISTALES VMGLASS S A;10;106;PERSONA JURIDICA COMERCIAL;FABRICACION DE PRODUCTOS DE VIDRIO N.C.P.;XIII REGION METROPOLITANA;Manufactura / Retail;True;46.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de suministro de proveedores de materias primas y componentes para manufactura de cristales;VMGLASS es una empresa de manufactura y retail de cristales con 106 trabajadores (gran empresa). No está regulada por CMF, Sernageomin, SEC o CNE según su giro. Como empresa manufacturera de tamaño mediano-grande, típicamente maneja entre 50-200 proveedores (materias primas, químicos, equipos, logística), justificando 15 puntos. Sin señal externa reportada (N/A). El pain point principal es la evaluación de proveedores y mitigación de riesgos en su cadena de suministro, donde Plutto agrega valor directo.;1.0;2.0;;;
59190140-0;PROYECTOS Y REHABILITACIONES KALAM S.A.- CHILE;10;157;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL;XIII REGION METROPOLITANA;Manufactura / Retail;True;46.0;Manufactura Retail;Gestión y evaluación de riesgos de proveedores en cadena de suministro de manufactura y distribución retail;Empresa manufacturera-retail de gran tamaño (157 trabajadores) sin regulación sectorial específica (CMF, Sernageomin, SEC, CNE no aplican). Con 1 empresa hija y operaciones en manufactura/retail, probablemente maneja entre 50-200 proveedores considerando complejidad operativa y necesidad de sourcing de materiales y distribución. Sin señal externa registrada (N/A). El pain point relevante es la debida diligencia de proveedores, crítica en manufactura retail para mitigar riesgos de calidad, compliance y reputacional.;1.0;0.0;;;
52002987-7;CONSTRUCTORA SV S.A.;10;55;PERSONA JURIDICA COMERCIAL;PREPARACION DEL TERRENO;XIII REGION METROPOLITANA;Manufactura / Retail;True;46.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de manufactura y distribución retail;CONSTRUCTORA SV S.A. es una gran empresa (55 trabajadores) en el sector manufactura retail sin indicios de regulación sectorial específica (CMF, Sernageomin, SEC, CNE no aplican). No presenta señal externa relevante. Dada su tamaño, estructura corporativa (2 empresas padres, 1 empresa hija) y naturaleza de manufactura/retail, se estima que maneja entre 50-200 proveedores, típico de empresas de este segmento que requieren múltiples proveedores de materia prima, logística y distribución. El pain point principal es la debida diligencia continua en proveedores, crítica en sectores con cadenas complejas.;1.0;2.0;;;
76001920-8;LIBERATO DIAZ TAPIA Y COMPANIA LIMITADA;11;177;PERSONA JURIDICA COMERCIAL;VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CARNICOS;XIII REGION METROPOLITANA;Manufactura / Retail;True;46.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de manufactura y retail, asegurando cumplimiento normativo y mitigación de riesgos operacionales.;Empresa de gran tamaño (177 trabajadores) en sector Manufactura Retail sin regulación específica por CMF, Sernageomin, SEC o CNE. No presenta señal externa. Dada su escala y naturaleza de operaciones en manufactura y retail, se estima manejo de 50-200 proveedores (cadena de suministro típica de este sector), asignando 15 puntos. El tamaño y complejidad operativa la hacen candidata ideal para soluciones de due diligence y gestión de proveedores que ofrece Plutto.;1.0;0.0;;;
70005180-3;SOC COOPERATIVA DE AHORRO Y CREDITO SOMNAVAL LIMITADA;9;34;ORG. SIN FINES DE LUCRO;OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.;V REGION VALPARAISO;Financiero;True;45.0;Financiero;Gestión de riesgos en la evaluación de proveedores y contrapartes financieras para cumplimiento normativo de la CMF;Como cooperativa de ahorro y crédito, SOMNAVAL está regulada por la CMF (Comisión para el Mercado Financiero), lo que justifica 15 puntos en regulación. Con 34 trabajadores (mediana) y operaciones financieras, probablemente gestiona entre 50-200 proveedores de servicios, tecnología y operacionales, otorgando 15 puntos. No hay señal externa reportada (N/A = 0 puntos). El pain_point se alinea con instituciones financieras que requieren debida diligencia regulada para proveedores y contrapartes.;0.0;0.0;;;
76002436-8;FABRICA Y COMERCIALIZADORA DE ALIMENTOS BUENAS MIGAS SPA;11;319;PERSONA JURIDICA COMERCIAL;ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA;XIII REGION METROPOLITANA;Manufactura / Retail;True;45.0;Manufactura Retail;Gestión y evaluación de riesgos de múltiples proveedores de ingredientes y materias primas en cadena de suministro de alimentos;Empresa de manufactura y retail de alimentos con 319 trabajadores (gran empresa). No está sujeta a regulación de CMF, Sernageomin, SEC o CNE. Por tamaño y giro, estima entre 50-200 proveedores (manufactura de alimentos requiere múltiples proveedores de ingredientes, empaques, logística). Sin señal externa registrada (N/A). El principal dolor es la necesidad de debida diligencia continua sobre proveedores en industria alimentaria, donde el riesgo de calidad, trazabilidad y compliance es crítico.;0.0;1.0;;;
50159080-0;INDUSTRIAS CELTA SPA;13;348;SIN PER. JURIDICA;FABRICACION DE COLCHONES, FABRICACION DE OTROS MUEBLES N.C.P.;IV REGION COQUIMBO;Manufactura / Retail;True;45.0;Manufactura Retail;Gestión y evaluación de riesgo en cadena de suministro con múltiples proveedores y relaciones comerciales complejas derivadas de su estructura corporativa con 6 empresas matrices;Industrias Celta es una gran empresa manufacturera-retail (348 trabajadores) sin regulación sectorial específica (CMF, Sernageomin, SEC, CNE no aplican). Estima 50-200 proveedores típicos para manufactura de este tamaño, considerando operaciones en múltiples ubicaciones. La estructura corporativa con 6 empresas padres sugiere complejidad en relaciones comerciales y necesidad de debida diligencia. Sin señal externa reportada. El ICP es moderado-alto: necesita compliance en proveedores pero sin urgencia inmediata.;0.0;6.0;;;
59282450-7;MUFG BANK, LTD - OFICINA DE REPRESENTACIÓN EN CHILE;9;15;SOCIEDADES EXTRANJERAS;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.;XIII REGION METROPOLITANA;Financiero;True;45.0;Financiero;Cumplimiento normativo complejo en la selección y monitoreo continuo de proveedores y contrapartes financieras para mitigar riesgos de lavado de activos y sanciones regulatorias.;MUFG Bank es una institución financiera internacional regulada por la CMF en Chile, lo que justifica 15 puntos en regulación. Como banco, probablemente mantiene entre 50-200 proveedores de servicios especializados (tecnología, logística, consultoría, etc.), asignando 15 puntos. Sin señal externa reportada (N/A), suma 0 puntos. El tamaño mediano (12 puntos) y presencia en XIII Región indican operaciones estructuradas que requieren cumplimiento regulatorio riguroso, alineando con la propuesta de valor de Plutto.;0.0;0.0;;;
59226660-1;BIO AGENCIA EN CHILE;10;214;SOCIEDADES EXTRANJERAS;OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCION;XIII REGION METROPOLITANA;Manufactura / Retail;True;45.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de suministro de múltiples proveedores para asegurar cumplimiento normativo y mitigación de riesgos operacionales.;Bio Agencia es una gran empresa (214 trabajadores) en sector Manufactura Retail sin regulación específica de CMF, Sernageomin, SEC o CNE. Por su tamaño y giro, típicamente maneja entre 50-200 proveedores (rango medio-alto para manufactura retail), justificando 15 puntos. Sin señal externa reportada. El pain point se enfoca en su necesidad crítica de debida diligencia de proveedores dada la complejidad operacional de su escala.;0.0;0.0;;;
50314960-5;H M INSTALACIONES ELECTRICAS SPA;10;200;PERSONA JURIDICA COMERCIAL;INSTALACIONES ELECTRICAS;XIII REGION METROPOLITANA;Manufactura / Retail;True;45.0;Manufactura Retail;Gestión y evaluación de riesgos en una cadena de proveedores de suministros eléctricos y componentes para instalaciones, asegurando cumplimiento normativo y calidad en el abastecimiento.;H M INSTALACIONES ELECTRICAS es una gran empresa (200 trabajadores) en el sector Manufactura Retail sin regulación específica de entidades como CMF, Sernageomin o CNE que aplique directamente a instalaciones eléctricas generales. Se estima que maneja entre 50-200 proveedores típicos para una empresa de este tamaño en el rubro de instalaciones y suministros eléctricos (15 puntos). No hay señal externa reportada (N/A = 0 puntos). Sin regulación sectorial específica (0 puntos).;0.0;1.0;;;
59078720-5;DAVIDSON INDUSTRY SPA;11;277;PERSONA JURIDICA COMERCIAL;OTRAS INDUSTRIAS MANUFACTURERAS N.C.P.;VIII REGION DEL BIO BIO;Manufactura / Retail;True;45.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de manufactura con múltiples niveles de distribución retail;Davidson Industry es una gran empresa (277 trabajadores) en manufactura retail sin regulación sectorial específica (no financiera, minería, utilities ni energía). Por su tamaño y complejidad operativa, típicamente maneja entre 50-200 proveedores en la cadena de manufactura-distribución. No hay señal externa reportada. El pain point principal es la debida diligencia de proveedores en un sector con cadenas complejas y riesgos operacionales.;0.0;1.0;;;
59186570-6;FERPI TRANSPORTES Y OBRAS S.A. AGENCIA EN CHILE;11;494;SOCIEDADES EXTRANJERAS;OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION;XIII REGION METROPOLITANA;Manufactura / Retail;True;45.0;Manufactura Retail;Gestión y evaluación de riesgos en una cadena compleja de proveedores y contratistas en transporte y obras, asegurando cumplimiento regulatorio y mitigando exposición a proveedores de alto riesgo.;FERPI es una gran empresa (494 trabajadores) en sector transporte y obras. No está regulada por CMF, Sernageomin, SEC o CNE según su giro. En manufactura/retail con este tamaño, la cantidad de proveedores se estima entre 50-200 (suministros, logística, servicios de mantenimiento, subcontratistas de obras), lo que justifica 15 puntos. No hay señal externa reportada (N/A = 0 puntos). La complejidad operativa y cantidad de proveedores hacen a Plutto especialmente relevante para su debida diligencia.;0.0;0.0;;;
65614340-1;CORPORACION ENDEAVOR CHILE;8;35;ORG. SIN FINES DE LUCRO;EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO;XIII REGION METROPOLITANA;Financiero;True;45.0;Financiero;Gestión de cumplimiento normativo y debida diligencia de proveedores y contrapartes en un sector altamente regulado;Como corporación en el giro Financiero, está probablemente regulada por la CMF (Comisión para el Mercado Financiero), lo que justifica 15 puntos en regulación. Con 35 trabajadores (mediana empresa), es probable que maneje entre 50-200 proveedores considerando actividades operativas, tecnológicas y servicios especializados típicos del sector financiero, asignando 15 puntos. Sin señal externa reportada (N/A), se asignan 0 puntos. El pain point se enfoca en cumplimiento normativo, área crítica para empresas financieras que es precisamente el core de Plutto.;0.0;0.0;;;
